start,duration,depth,peak,end,td.max.hf,td.min.hf,td.mean.hf
1904-05-09 19:00:00,3,0.14,0.07,1904-05-09 22:00:00,2.146,-0.354,1.0705
1904-05-10 11:00:00,6,0.24,0.08,1904-05-10 17:00:00,1.345,-3.156,-0.983571428571429
1904-05-15 01:00:00,7,0.56,0.21,1904-05-15 08:00:00,2.746,-2.254,0.432625
1904-05-18 19:00:00,2,0.3,0.21,1904-05-18 21:00:00,-0.056,-1.457,-0.723
1904-05-30 18:00:00,12,0.77,0.43,1904-05-31 06:00:00,2.844,-3.556,-0.247846153846154
1904-06-05 22:00:00,4,0.29,0.15,1904-06-06 02:00:00,-0.154,-2.854,-1.5748
1904-06-07 00:00:00,3,1.25,1.09,1904-06-07 03:00:00,-0.856,-2.756,-1.90625
1904-06-07 12:00:00,6,0.54,0.51,1904-06-07 18:00:00,0.643,-2.254,-0.997857142857143
1904-06-21 15:00:00,1,0.22,0.22,1904-06-21 16:00:00,-3.054,-3.255,-3.1545
1904-06-29 04:00:00,4,0.22,0.19,1904-06-29 08:00:00,2.044,-1.457,0.1844
1904-06-30 17:00:00,2,0.1,0.08,1904-06-30 19:00:00,1.345,-0.354,0.479
1904-07-01 14:00:00,1,0.13,0.13,1904-07-01 15:00:00,0.945,-0.154,0.3955
1904-07-05 20:00:00,4,0.23,0.11,1904-07-06 00:00:00,1.345,-1.857,-0.3754
1904-07-07 14:00:00,7,1.46,1.11,1904-07-07 21:00:00,2.146,-3.556,-0.880375
1904-07-12 18:00:00,12,0.74,0.16,1904-07-13 06:00:00,3.245,-2.854,0.245076923076923
1904-07-22 10:00:00,3,0.12,0.06,1904-07-22 13:00:00,1.946,-0.656,0.66925
1904-07-24 04:00:00,10,0.33,0.15,1904-07-24 14:00:00,1.745,-2.756,-0.283181818181818
1904-07-25 11:00:00,10,0.36,0.13,1904-07-25 21:00:00,1.644,-3.556,-0.810363636363636
1904-07-28 21:00:00,8,0.31,0.14,1904-07-29 05:00:00,2.546,-2.956,0.200111111111111
1904-08-01 14:00:00,4,0.16,0.08,1904-08-01 18:00:00,1.745,-0.955,0.7046
1904-08-02 08:00:00,6,0.82,0.31,1904-08-02 14:00:00,-0.354,-3.455,-1.99757142857143
1904-08-10 02:00:00,8,0.27,0.13,1904-08-10 10:00:00,1.444,-3.255,-1.02177777777778
1904-08-10 21:00:00,5,2.04,0.77,1904-08-11 02:00:00,3.245,-1.857,1.41133333333333
1904-08-20 00:00:00,8,0.87,0.17,1904-08-20 08:00:00,1.946,-2.356,-0.455333333333333
1904-09-02 07:00:00,2,0.57,0.36,1904-09-02 09:00:00,1.345,-0.256,0.544666666666667
1904-09-12 23:00:00,5,0.79,0.6,1904-09-13 04:00:00,2.546,-3.054,-0.387666666666667
1904-09-14 04:00:00,26,5.67,2.13,1904-09-15 06:00:00,3.343,-3.156,0.37437037037037
1904-09-29 22:00:00,1,0.16,0.16,1904-09-29 23:00:00,-1.257,-1.955,-1.606
1904-10-06 02:00:00,7,0.2,0.18,1904-10-06 09:00:00,0.446,-2.854,-1.155375
1904-10-11 22:00:00,15,1.62,0.5,1904-10-12 13:00:00,2.044,-3.655,-0.9863125
1904-10-21 00:00:00,11,2.21,0.68,1904-10-21 11:00:00,3.343,-2.054,0.486416666666667
1904-11-09 00:00:00,5,0.12,0.07,1904-11-09 05:00:00,2.044,-0.354,0.944166666666667
1904-11-10 16:00:00,11,0.17,0.04,1904-11-11 03:00:00,2.844,-2.756,-0.205416666666667
1904-11-13 06:00:00,21,2.08,0.22,1904-11-14 03:00:00,1.243,-4.856,-1.44172727272727
1904-11-29 18:00:00,6,0.14,0.05,1904-11-30 00:00:00,2.644,-1.457,0.715571428571429
1904-12-03 10:00:00,1,0.1,0.1,1904-12-03 11:00:00,1.844,1.644,1.744
1904-12-05 21:00:00,1,0.34,0.34,1904-12-05 22:00:00,-1.155,-2.756,-1.9555
1904-12-10 21:00:00,1,0.36,0.36,1904-12-10 22:00:00,-1.755,-2.454,-2.1045
1904-12-18 03:00:00,1,0.38,0.38,1904-12-18 04:00:00,-1.257,-1.955,-1.606
1905-01-03 13:00:00,12,0.34,0.06,1905-01-04 01:00:00,2.444,-3.156,-0.301769230769231
1905-01-06 14:00:00,14,0.98,0.21,1905-01-07 04:00:00,3.944,-2.054,0.9112
1905-01-11 15:00:00,24,0.66,0.2,1905-01-12 15:00:00,1.644,-3.255,-0.79964
1905-01-24 16:00:00,32,0.91,0.07,1905-01-26 00:00:00,2.644,-4.455,-1.00969696969697
1905-02-05 21:00:00,12,0.86,0.11,1905-02-06 09:00:00,0.446,-3.455,-1.37038461538462
1905-02-08 22:00:00,18,0.56,0.1,1905-02-09 16:00:00,0.945,-3.054,-0.802421052631579
1905-02-12 12:00:00,11,0.77,0.25,1905-02-12 23:00:00,0.446,-3.255,-1.29725
1905-02-20 08:00:00,13,0.2,0.03,1905-02-20 21:00:00,0.144,-3.054,-1.47685714285714
1905-03-04 03:00:00,10,0.34,0.06,1905-03-04 13:00:00,1.545,-3.455,-1.21009090909091
1905-03-07 12:00:00,10,0.24,0.05,1905-03-07 22:00:00,1.145,-3.054,-0.736909090909091
1905-03-08 16:00:00,10,0.47,0.11,1905-03-09 02:00:00,1.345,-2.854,-0.955363636363636
1905-03-09 14:00:00,17,0.91,0.24,1905-03-10 07:00:00,1.946,-2.854,-0.0716666666666667
1905-03-19 08:00:00,19,0.88,0.44,1905-03-20 03:00:00,2.244,-2.956,0.0541
1905-03-20 09:00:00,37,0.82,0.15,1905-03-21 22:00:00,4.344,-2.356,1.01294736842105
1905-03-24 19:00:00,8,0.27,0.13,1905-03-25 03:00:00,2.146,-1.955,-0.0105555555555556
1905-03-26 19:00:00,7,0.22,0.07,1905-03-27 02:00:00,2.746,-1.457,0.3945
1905-04-04 20:00:00,35,1.31,0.22,1905-04-06 07:00:00,2.946,-2.556,0.294722222222222
1905-04-10 18:00:00,9,0.94,0.48,1905-04-11 03:00:00,1.545,-3.054,-0.9048
1905-04-11 23:00:00,8,0.3,0.1,1905-04-12 07:00:00,2.146,-2.956,-0.522111111111111
1905-04-21 16:00:00,6,0.38,0.24,1905-04-21 22:00:00,2.044,-3.054,-0.669285714285714
1905-04-26 18:00:00,23,0.53,0.1,1905-04-27 17:00:00,1.946,-3.455,-0.709416666666667
1905-05-14 14:00:00,6,0.2,0.12,1905-05-14 20:00:00,0.446,-3.455,-1.72642857142857
1905-05-16 16:00:00,6,0.36,0.28,1905-05-16 22:00:00,1.345,-3.455,-1.42628571428571
1905-05-17 20:00:00,6,0.21,0.11,1905-05-18 02:00:00,3.343,-3.255,0.973285714285714
1905-05-18 18:00:00,1,0.1,0.1,1905-05-18 19:00:00,-1.257,-2.054,-1.6555
1905-05-30 16:00:00,9,0.36,0.12,1905-05-31 01:00:00,2.644,-3.455,-0.3053
1905-06-02 17:00:00,1,0.28,0.28,1905-06-02 18:00:00,-0.755,-1.555,-1.155
1905-06-06 17:00:00,2,0.13,0.1,1905-06-06 19:00:00,1.243,-0.755,0.178
1905-06-07 05:00:00,4,0.37,0.27,1905-06-07 09:00:00,2.546,-0.955,0.7244
1905-06-12 12:00:00,4,0.44,0.25,1905-06-12 16:00:00,-0.456,-3.356,-1.8956
1905-06-22 17:00:00,6,0.14,0.07,1905-06-22 23:00:00,2.044,-1.955,0.244142857142857
1905-06-24 01:00:00,11,0.2,0.03,1905-06-24 12:00:00,2.044,-3.255,-0.455833333333333
1905-07-01 21:00:00,9,0.29,0.12,1905-07-02 06:00:00,2.844,-1.257,0.8246
1905-07-02 17:00:00,3,0.11,0.09,1905-07-02 20:00:00,-0.856,-3.054,-1.95525
1905-07-11 12:00:00,3,1.28,0.69,1905-07-11 15:00:00,-0.755,-2.956,-1.831
1905-07-12 16:00:00,5,0.13,0.12,1905-07-12 21:00:00,1.946,-3.556,-1.15466666666667
1905-07-13 05:00:00,7,0.41,0.31,1905-07-13 12:00:00,1.946,-3.156,-0.45475
1905-07-22 14:00:00,5,0.19,0.07,1905-07-22 19:00:00,2.146,-1.755,0.712
1905-07-23 02:00:00,5,0.48,0.39,1905-07-23 07:00:00,2.546,-1.555,0.994666666666667
1905-08-05 15:00:00,2,1.21,0.64,1905-08-05 17:00:00,2.546,0.745,1.71166666666667
1905-08-06 10:00:00,2,2.38,2.11,1905-08-06 12:00:00,-0.955,-2.556,-1.72266666666667
1905-08-06 21:00:00,2,0.36,0.35,1905-08-06 23:00:00,0.246,-1.257,-0.521666666666667
1905-08-09 09:00:00,11,0.64,0.18,1905-08-09 20:00:00,1.545,-3.556,-0.888583333333333
1905-08-10 07:00:00,8,0.13,0.08,1905-08-10 15:00:00,1.243,-2.556,-0.4
1905-08-12 18:00:00,2,0.8,0.7,1905-08-12 20:00:00,-2.854,-4.157,-3.48866666666667
1905-08-13 17:00:00,3,1,0.67,1905-08-13 20:00:00,-2.254,-4.255,-3.28
1905-08-15 02:00:00,6,0.37,0.13,1905-08-15 08:00:00,3.143,-1.857,0.501428571428571
1905-08-15 18:00:00,5,0.23,0.19,1905-08-15 23:00:00,-0.656,-3.054,-1.805
1905-08-25 06:00:00,16,2.25,1.01,1905-08-25 22:00:00,2.044,-3.455,-0.467352941176471
1905-09-02 14:00:00,26,1.44,0.38,1905-09-03 16:00:00,3.743,-2.654,0.603666666666667
1905-09-04 03:00:00,4,1.1,0.58,1905-09-04 07:00:00,2.546,0.643,1.765
1905-09-11 11:00:00,16,0.76,0.15,1905-09-12 03:00:00,3.543,-2.054,0.903470588235294
1905-09-18 02:00:00,8,0.34,0.17,1905-09-18 10:00:00,2.146,-1.657,0.533222222222222
1905-10-03 00:00:00,5,0.66,0.48,1905-10-03 05:00:00,2.346,-2.956,-0.0216666666666667
1905-10-11 16:00:00,6,0.92,0.43,1905-10-11 22:00:00,1.844,-0.554,0.545285714285714
1905-10-19 16:00:00,24,2.1,0.8,1905-10-20 16:00:00,1.644,-3.156,-0.69136
1905-10-25 09:00:00,19,0.38,0.06,1905-10-26 04:00:00,1.946,-3.356,-0.3704
1905-11-06 02:00:00,7,0.1,0.02,1905-11-06 09:00:00,1.545,-2.854,-1.03075
1905-11-24 22:00:00,2,0.12,0.09,1905-11-25 00:00:00,1.644,-0.056,0.844333333333333
1905-11-28 15:00:00,30,1.34,0.17,1905-11-29 21:00:00,2.844,-3.156,0.0410645161290323
1905-12-02 22:00:00,15,0.72,0.23,1905-12-03 13:00:00,1.444,-3.255,-0.9988125
1905-12-09 17:00:00,15,0.44,0.06,1905-12-10 08:00:00,1.745,-2.956,-0.761375
1905-12-15 12:00:00,8,0.26,0.04,1905-12-15 20:00:00,2.146,-1.457,0.567
1905-12-20 22:00:00,11,1,0.15,1905-12-21 09:00:00,3.343,-2.956,-0.156333333333333
1905-12-29 00:00:00,4,0.56,0.27,1905-12-29 04:00:00,2.044,-2.654,-0.0558
1905-12-29 17:00:00,1,0.11,0.11,1905-12-29 18:00:00,2.644,1.745,2.1945
1906-01-03 08:00:00,25,1.6,0.36,1906-01-04 09:00:00,2.746,-2.756,0.283038461538462
1906-01-08 19:00:00,7,0.21,0.04,1906-01-09 02:00:00,0.843,-3.455,-1.030625
1906-01-12 08:00:00,7,0.11,0.06,1906-01-12 15:00:00,2.244,-3.655,-0.9305
1906-01-13 16:00:00,19,0.48,0.04,1906-01-14 11:00:00,2.946,-2.156,0.5895
1906-01-14 19:00:00,10,0.15,0.06,1906-01-15 05:00:00,3.143,-1.457,0.862818181818182
1906-01-16 05:00:00,3,0.11,0.07,1906-01-16 08:00:00,2.844,1.043,2.11925
1906-01-23 21:00:00,5,0.15,0.1,1906-01-24 02:00:00,1.644,-1.555,0.494333333333333
1906-01-27 23:00:00,10,0.22,0.04,1906-01-28 09:00:00,2.346,-2.254,0.254181818181818
1906-02-08 19:00:00,15,1.15,0.1,1906-02-09 10:00:00,1.745,-3.255,-0.967875
1906-02-14 21:00:00,2,0.24,0.14,1906-02-14 23:00:00,-0.056,-1.457,-0.756
1906-02-21 16:00:00,7,0.63,0.18,1906-02-21 23:00:00,0.446,-2.854,-1.229875
1906-02-25 11:00:00,6,0.42,0.17,1906-02-25 17:00:00,2.844,-2.156,1.11528571428571
1906-03-03 07:00:00,22,2.42,0.53,1906-03-04 05:00:00,1.946,-2.356,0.0965652173913043
1906-03-13 08:00:00,23,0.1,0.01,1906-03-14 07:00:00,2.146,-3.855,-0.701
1906-03-15 01:00:00,27,1.24,0.1,1906-03-16 04:00:00,2.244,-3.054,-0.258928571428571
1906-03-19 09:00:00,16,1.18,0.18,1906-03-20 01:00:00,2.244,-3.156,0.0502941176470588
1906-03-29 20:00:00,4,0.12,0.09,1906-03-30 00:00:00,-0.256,-2.556,-1.4956
1906-03-30 16:00:00,12,0.22,0.08,1906-03-31 04:00:00,2.044,-2.356,0.152153846153846
1906-04-09 03:00:00,22,2.07,0.26,1906-04-10 01:00:00,3.045,-2.556,0.444608695652174
1906-04-15 02:00:00,9,1,0.24,1906-04-15 11:00:00,3.445,-2.054,1.4446
1906-05-02 18:00:00,7,0.17,0.07,1906-05-03 01:00:00,1.745,-1.457,0.36975
1906-05-05 19:00:00,2,0.77,0.55,1906-05-05 21:00:00,1.043,-1.755,-0.322666666666667
1906-05-07 03:00:00,4,0.18,0.09,1906-05-07 07:00:00,0.344,-2.756,-1.1752
1906-05-09 08:00:00,5,0.24,0.09,1906-05-09 13:00:00,1.145,-2.854,-1.1385
1906-05-27 08:00:00,8,1.19,0.42,1906-05-27 16:00:00,1.946,-2.756,-0.622222222222222
1906-05-28 03:00:00,26,1.74,0.61,1906-05-29 05:00:00,2.746,-3.356,-0.318407407407407
1906-06-06 20:00:00,2,0.25,0.23,1906-06-06 22:00:00,-1.457,-3.757,-2.88966666666667
1906-06-09 18:00:00,5,0.71,0.31,1906-06-09 23:00:00,0.945,-3.156,-1.20516666666667
1906-06-10 21:00:00,3,0.26,0.12,1906-06-11 00:00:00,-1.056,-3.156,-2.13075
1906-06-16 14:00:00,13,3.43,1.23,1906-06-17 03:00:00,3.045,-2.654,0.188214285714286
1906-06-17 18:00:00,7,0.94,0.28,1906-06-18 01:00:00,3.045,-2.956,0.97
1906-06-18 08:00:00,2,0.34,0.33,1906-06-18 10:00:00,1.545,-0.656,0.478
1906-06-18 16:00:00,12,1.01,0.29,1906-06-19 04:00:00,3.543,-2.156,0.921
1906-06-21 21:00:00,3,0.61,0.53,1906-06-22 00:00:00,2.546,-1.755,0.59475
1906-06-23 19:00:00,1,0.14,0.14,1906-06-23 20:00:00,-0.656,-1.457,-1.0565
1906-06-30 20:00:00,2,0.2,0.18,1906-06-30 22:00:00,2.546,1.745,2.21233333333333
1906-07-03 16:00:00,12,2.56,0.86,1906-07-04 04:00:00,3.543,-3.156,0.320923076923077
1906-07-10 17:00:00,9,0.54,0.34,1906-07-11 02:00:00,2.346,-2.956,-0.5252
1906-07-16 18:00:00,1,0.24,0.24,1906-07-16 19:00:00,0.046,-1.257,-0.6055
1906-07-17 14:00:00,14,0.96,0.74,1906-07-18 04:00:00,2.244,-3.156,-0.368733333333333
1906-07-22 19:00:00,13,0.18,0.05,1906-07-23 08:00:00,2.946,-2.956,-0.0768571428571428
1906-07-29 14:00:00,6,0.68,0.46,1906-07-29 20:00:00,2.746,-3.156,-0.27
1906-08-02 01:00:00,33,2.9,1.04,1906-08-03 10:00:00,3.343,-3.255,-0.187647058823529
1906-08-04 02:00:00,3,0.38,0.22,1906-08-04 05:00:00,3.245,0.446,1.7445
1906-08-08 17:00:00,6,0.15,0.06,1906-08-08 23:00:00,2.346,-2.654,-0.226285714285714
1906-08-11 08:00:00,2,0.1,0.09,1906-08-11 10:00:00,1.745,0.046,0.878
1906-08-21 16:00:00,2,1.11,0.58,1906-08-21 18:00:00,1.545,-0.456,0.477666666666667
1906-08-24 11:00:00,4,0.11,0.06,1906-08-24 15:00:00,0.344,-3.455,-1.9358
1906-08-25 01:00:00,11,3.03,0.81,1906-08-25 12:00:00,3.143,-1.955,0.66925
1906-08-26 09:00:00,38,1.22,0.28,1906-08-27 23:00:00,3.143,-2.956,0.20874358974359
1906-08-28 20:00:00,14,0.26,0.07,1906-08-29 10:00:00,2.746,-3.156,0.191066666666667
1906-08-29 16:00:00,10,0.19,0.09,1906-08-30 02:00:00,2.946,-3.255,0.408181818181818
1906-09-03 08:00:00,2,0.13,0.1,1906-09-03 10:00:00,-1.955,-3.156,-2.62233333333333
1906-09-27 02:00:00,10,0.11,0.02,1906-09-27 12:00:00,1.644,-3.054,-0.473636363636364
1906-10-04 01:00:00,26,2.58,1.53,1906-10-05 03:00:00,2.844,-2.956,0.307518518518519
1906-10-09 18:00:00,12,0.14,0.04,1906-10-10 06:00:00,2.444,-3.556,-0.824769230769231
1906-10-19 07:00:00,19,0.55,0.12,1906-10-20 02:00:00,3.944,-2.054,0.5746
1906-10-20 10:00:00,11,0.24,0.12,1906-10-20 21:00:00,2.946,-2.654,0.253166666666667
1906-10-21 06:00:00,23,0.57,0.14,1906-10-22 05:00:00,2.946,-3.156,0.08625
1906-10-25 04:00:00,3,0.2,0.18,1906-10-25 07:00:00,2.146,-1.056,0.69475
1906-10-31 12:00:00,9,0.62,0.11,1906-10-31 21:00:00,1.745,-3.957,-0.7655
1906-11-11 07:00:00,11,0.34,0.07,1906-11-11 18:00:00,1.844,-2.254,-0.0805
1906-11-15 08:00:00,14,0.65,0.11,1906-11-15 22:00:00,2.644,-3.556,-0.395733333333333
1906-11-18 14:00:00,19,0.72,0.5,1906-11-19 09:00:00,2.644,-3.054,-0.1356
1906-12-05 18:00:00,9,0.22,0.07,1906-12-06 03:00:00,0.843,-3.556,-1.5154
1906-12-06 09:00:00,10,0.13,0.03,1906-12-06 19:00:00,2.044,-2.756,-0.292272727272727
1906-12-10 12:00:00,15,0.52,0.12,1906-12-11 03:00:00,1.644,-2.956,-0.80575
1906-12-16 10:00:00,37,1.03,0.1,1906-12-17 23:00:00,2.644,-3.655,-0.466
1906-12-19 21:00:00,22,0.3,0.02,1906-12-20 19:00:00,3.045,-3.455,-0.442173913043478
1906-12-31 07:00:00,12,0.57,0.24,1906-12-31 19:00:00,2.644,-3.156,0.00630769230769231
1907-01-04 11:00:00,3,0.37,0.25,1907-01-04 14:00:00,0.246,-2.254,-1.255
1907-01-12 05:00:00,11,0.46,0.09,1907-01-12 16:00:00,2.946,-3.356,0.161833333333333
1907-01-14 04:00:00,6,0.55,0.14,1907-01-14 10:00:00,0.144,-3.156,-1.54157142857143
1907-01-15 10:00:00,4,0.13,0.07,1907-01-15 14:00:00,2.746,-2.854,0.145
1907-01-17 03:00:00,11,0.46,0.12,1907-01-17 14:00:00,1.644,-2.956,-0.513666666666667
1907-01-26 02:00:00,9,0.15,0.02,1907-01-26 11:00:00,0.945,-3.957,-1.7054
1907-01-31 22:00:00,8,0.55,0.08,1907-02-01 06:00:00,1.444,-3.356,-0.532666666666667
1907-02-01 23:00:00,4,0.13,0.05,1907-02-02 03:00:00,1.545,-3.054,-0.7552
1907-02-02 21:00:00,5,0.18,0.1,1907-02-03 02:00:00,-0.354,-2.956,-1.70533333333333
1907-02-04 06:00:00,34,1.25,0.11,1907-02-05 16:00:00,0.945,-4.357,-1.51262857142857
1907-02-24 12:00:00,9,0.42,0.06,1907-02-24 21:00:00,0.344,-3.356,-1.6355
1907-02-27 00:00:00,6,0.27,0.06,1907-02-27 06:00:00,0.745,-1.755,-0.212571428571429
1907-03-01 22:00:00,13,0.54,0.12,1907-03-02 11:00:00,1.444,-3.556,-1.1265
1907-03-10 07:00:00,16,0.71,0.06,1907-03-10 23:00:00,1.644,-2.956,-0.514117647058824
1907-03-13 01:00:00,7,0.3,0.17,1907-03-13 08:00:00,2.044,-2.854,-0.368375
1907-03-17 22:00:00,7,0.2,0.08,1907-03-18 05:00:00,1.946,-2.854,-0.417875
1907-03-19 07:00:00,8,0.38,0.08,1907-03-19 15:00:00,1.043,-2.556,-0.777666666666667
1907-03-19 21:00:00,4,0.18,0.12,1907-03-20 01:00:00,0.246,-1.955,-0.9552
1907-03-31 18:00:00,12,0.45,0.07,1907-04-01 06:00:00,2.346,-3.054,-0.216846153846154
1907-04-07 21:00:00,12,0.68,0.2,1907-04-08 09:00:00,2.546,-1.755,0.698615384615385
1907-04-09 05:00:00,14,0.52,0.07,1907-04-09 19:00:00,2.946,-2.156,0.271333333333333
1907-04-19 06:00:00,11,0.23,0.03,1907-04-19 17:00:00,1.844,-2.956,-0.6805
1907-04-23 04:00:00,6,0.32,0.14,1907-04-23 10:00:00,1.844,-3.054,-0.612285714285714
1907-04-23 19:00:00,9,0.61,0.17,1907-04-24 04:00:00,1.844,-1.355,0.4244
1907-04-26 18:00:00,8,0.23,0.09,1907-04-27 02:00:00,2.244,-3.255,-0.300111111111111
1907-05-04 02:00:00,7,0.88,0.31,1907-05-04 09:00:00,3.445,-2.054,1.482625
1907-05-06 15:00:00,5,0.75,0.56,1907-05-06 20:00:00,0.643,-3.356,-1.672
1907-05-09 00:00:00,15,0.36,0.1,1907-05-09 15:00:00,2.546,-2.654,0.294375
1907-05-11 00:00:00,9,0.21,0.05,1907-05-11 09:00:00,2.844,-3.356,-0.0755
1907-05-16 13:00:00,12,1.84,0.74,1907-05-17 01:00:00,1.745,-3.156,-0.609615384615385
1907-05-19 21:00:00,4,0.65,0.33,1907-05-20 01:00:00,0.246,-2.454,-1.095
1907-05-26 00:00:00,14,0.28,0.11,1907-05-26 14:00:00,3.045,-2.654,0.718333333333333
1907-05-27 07:00:00,9,0.57,0.27,1907-05-27 16:00:00,2.546,-3.156,0.0245
1907-06-01 16:00:00,21,1.46,0.23,1907-06-02 13:00:00,3.543,-2.254,0.926409090909091
1907-06-05 02:00:00,4,0.22,0.12,1907-06-05 06:00:00,0.344,-1.355,-0.6354
1907-06-05 14:00:00,3,0.53,0.35,1907-06-05 17:00:00,-0.656,-2.654,-1.70525
1907-06-14 00:00:00,5,0.34,0.22,1907-06-14 05:00:00,2.844,-0.256,1.72783333333333
1907-06-21 01:00:00,2,0.28,0.25,1907-06-21 03:00:00,-0.955,-2.356,-1.656
1907-06-29 05:00:00,23,1.63,0.24,1907-06-30 04:00:00,3.143,-3.156,0.0154583333333333
1907-07-02 03:00:00,3,0.11,0.09,1907-07-02 06:00:00,1.946,-1.857,0.1945
1907-07-06 23:00:00,4,0.26,0.11,1907-07-07 03:00:00,2.844,0.046,1.5648
1907-07-08 21:00:00,1,0.19,0.19,1907-07-08 22:00:00,0.446,-0.856,-0.205
1907-07-16 17:00:00,2,0.27,0.26,1907-07-16 19:00:00,2.346,1.644,2.04533333333333
1907-07-18 16:00:00,3,1.06,0.89,1907-07-18 19:00:00,1.745,-1.257,0.36875
1907-07-20 09:00:00,8,1.66,0.9,1907-07-20 17:00:00,2.044,-3.054,-0.799333333333333
1907-07-29 06:00:00,7,0.25,0.08,1907-07-29 13:00:00,2.044,-3.156,-1.006
1907-08-01 12:00:00,3,0.24,0.13,1907-08-01 15:00:00,-1.355,-3.255,-2.355
1907-08-02 22:00:00,3,0.11,0.07,1907-08-03 01:00:00,1.946,-0.656,0.54475
1907-08-03 22:00:00,7,0.11,0.03,1907-08-04 05:00:00,2.244,-3.054,-0.4425
1907-08-05 22:00:00,6,0.12,0.05,1907-08-06 04:00:00,2.546,-0.856,1.11642857142857
1907-08-09 03:00:00,18,0.83,0.32,1907-08-09 21:00:00,1.946,-3.356,-0.739631578947368
1907-08-17 02:00:00,2,0.2,0.14,1907-08-17 04:00:00,-0.856,-2.454,-1.92133333333333
1907-08-21 13:00:00,6,0.72,0.38,1907-08-21 19:00:00,1.043,-3.757,-1.49842857142857
1907-08-23 22:00:00,10,1.08,0.3,1907-08-24 08:00:00,3.543,-1.555,0.980818181818182
1907-09-03 18:00:00,2,0.3,0.25,1907-09-03 20:00:00,-0.154,-2.854,-1.45433333333333
1907-09-11 10:00:00,8,0.18,0.13,1907-09-11 18:00:00,2.644,-2.854,0.188777777777778
1907-09-18 14:00:00,2,0.11,0.1,1907-09-18 16:00:00,-0.955,-2.454,-1.72133333333333
1907-09-19 09:00:00,5,0.39,0.13,1907-09-19 14:00:00,2.546,0.446,1.5785
1907-09-22 16:00:00,7,0.56,0.17,1907-09-22 23:00:00,1.043,-3.356,-1.33075
1907-09-23 05:00:00,14,1.14,0.35,1907-09-23 19:00:00,2.946,-3.156,0.0980666666666667
1907-09-24 21:00:00,2,0.48,0.44,1907-09-24 23:00:00,-0.755,-2.156,-1.456
1907-09-28 12:00:00,19,2.56,0.53,1907-09-29 07:00:00,2.546,-3.255,0.09495
1907-10-04 08:00:00,4,0.12,0.06,1907-10-04 12:00:00,2.244,-1.355,0.8052
1907-10-08 01:00:00,10,0.82,0.37,1907-10-08 11:00:00,2.746,-1.657,0.517545454545455
1907-10-27 12:00:00,28,1.19,0.18,1907-10-28 16:00:00,2.746,-2.654,-0.00724137931034482
1907-10-29 02:00:00,6,1.15,0.38,1907-10-29 08:00:00,-0.755,-3.556,-2.06971428571429
1907-11-02 13:00:00,12,0.67,0.36,1907-11-03 01:00:00,3.543,-2.254,0.752307692307692
1907-11-06 08:00:00,22,1.32,0.28,1907-11-07 06:00:00,3.543,-2.654,0.957434782608696
1907-11-10 05:00:00,9,0.35,0.14,1907-11-10 14:00:00,2.844,-2.156,0.1644
1907-11-18 11:00:00,15,0.99,0.27,1907-11-19 02:00:00,2.346,-3.054,0.095
1907-11-21 04:00:00,15,0.14,0.04,1907-11-21 19:00:00,3.743,-1.857,1.0385
1907-11-23 19:00:00,33,2.29,0.25,1907-11-25 04:00:00,3.445,-2.454,-0.032
1907-12-03 16:00:00,7,0.16,0.03,1907-12-03 23:00:00,0.446,-3.356,-1.643
1907-12-09 22:00:00,16,0.52,0.11,1907-12-10 14:00:00,2.444,-2.654,-0.184647058823529
1907-12-14 03:00:00,18,1.65,0.16,1907-12-14 21:00:00,3.045,-2.756,0.339526315789474
1907-12-23 05:00:00,11,1.62,0.57,1907-12-23 16:00:00,3.245,-2.156,0.202583333333333
1907-12-30 04:00:00,7,0.52,0.14,1907-12-30 11:00:00,2.844,-2.654,0.619625
1908-01-07 11:00:00,12,0.87,0.2,1908-01-07 23:00:00,3.543,-3.255,0.767615384615385
1908-01-12 04:00:00,4,0.85,0.34,1908-01-12 08:00:00,3.045,-2.054,0.5652
1908-01-12 17:00:00,2,0.21,0.18,1908-01-12 19:00:00,1.946,-0.856,0.545
1908-01-23 16:00:00,21,0.94,0.16,1908-01-24 13:00:00,1.946,-4.255,-1.29613636363636
1908-01-26 23:00:00,6,0.1,0.05,1908-01-27 05:00:00,0.545,-2.054,-0.969142857142857
1908-02-01 01:00:00,12,0.5,0.06,1908-02-01 13:00:00,4.245,-3.156,-0.178769230769231
1908-02-05 17:00:00,12,0.68,0.09,1908-02-06 05:00:00,2.244,-2.356,0.0367692307692308
1908-02-13 08:00:00,12,0.3,0.06,1908-02-13 20:00:00,1.844,-2.956,-0.370846153846154
1908-02-15 08:00:00,6,0.15,0.1,1908-02-15 14:00:00,3.543,-1.955,1.41542857142857
1908-02-19 05:00:00,14,0.98,0.17,1908-02-19 19:00:00,3.543,-2.454,0.764333333333333
1908-02-26 07:00:00,7,0.46,0.19,1908-02-26 14:00:00,3.445,0.945,2.382375
1908-03-01 13:00:00,6,0.14,0.04,1908-03-01 19:00:00,2.546,-2.254,0.116142857142857
1908-03-06 04:00:00,11,0.29,0.06,1908-03-06 15:00:00,2.146,-3.054,-0.262916666666667
1908-03-08 20:00:00,15,0.48,0.1,1908-03-09 11:00:00,1.745,-3.255,-0.5615
1908-03-18 13:00:00,19,0.94,0.33,1908-03-19 08:00:00,2.946,-2.254,0.8098
