"start","duration","depth","peak","end","td.min.hf","td.mean.hf","td.max.hf"
1905-12-29 17:00:00,1,0.11,0.11,1905-12-29 18:00:00,1.745,2.1945,2.644
1906-01-03 08:00:00,25,1.6,0.36,1906-01-04 09:00:00,-2.756,0.283038461538462,2.746
1906-01-08 19:00:00,7,0.21,0.04,1906-01-09 02:00:00,-3.455,-1.030625,0.843
1906-01-12 08:00:00,7,0.11,0.06,1906-01-12 15:00:00,-3.655,-0.9305,2.244
1906-01-13 16:00:00,19,0.48,0.04,1906-01-14 11:00:00,-2.156,0.5895,2.946
1906-01-14 19:00:00,10,0.15,0.06,1906-01-15 05:00:00,-1.457,0.862818181818182,3.143
1906-01-16 05:00:00,3,0.11,0.07,1906-01-16 08:00:00,1.043,2.11925,2.844
1906-01-23 21:00:00,5,0.15,0.1,1906-01-24 02:00:00,-1.555,0.494333333333333,1.644
1906-01-27 23:00:00,10,0.22,0.04,1906-01-28 09:00:00,-2.254,0.254181818181818,2.346
1906-02-08 19:00:00,15,1.15,0.1,1906-02-09 10:00:00,-3.255,-0.967875,1.745
1906-02-14 21:00:00,2,0.24,0.14,1906-02-14 23:00:00,-1.457,-0.756,-0.056
1906-02-21 16:00:00,7,0.63,0.18,1906-02-21 23:00:00,-2.854,-1.229875,0.446
1906-02-25 11:00:00,6,0.42,0.17,1906-02-25 17:00:00,-2.156,1.11528571428571,2.844
1906-03-03 07:00:00,22,2.42,0.53,1906-03-04 05:00:00,-2.356,0.0965652173913043,1.946
1906-03-13 08:00:00,23,0.1,0.01,1906-03-14 07:00:00,-3.855,-0.701,2.146
1906-03-15 01:00:00,27,1.24,0.1,1906-03-16 04:00:00,-3.054,-0.258928571428571,2.244
1906-03-19 09:00:00,16,1.18,0.18,1906-03-20 01:00:00,-3.156,0.0502941176470588,2.244
1906-03-29 20:00:00,4,0.12,0.09,1906-03-30 00:00:00,-2.556,-1.4956,-0.256
1906-03-30 16:00:00,12,0.22,0.08,1906-03-31 04:00:00,-2.356,0.152153846153846,2.044
1906-04-09 03:00:00,22,2.07,0.26,1906-04-10 01:00:00,-2.556,0.444608695652174,3.045
1906-04-15 02:00:00,9,1,0.24,1906-04-15 11:00:00,-2.054,1.4446,3.445
1906-05-02 18:00:00,7,0.17,0.07,1906-05-03 01:00:00,-1.457,0.36975,1.745
1906-05-05 19:00:00,2,0.77,0.55,1906-05-05 21:00:00,-1.755,-0.322666666666667,1.043
1906-05-07 03:00:00,4,0.18,0.09,1906-05-07 07:00:00,-2.756,-1.1752,0.344
1906-05-09 08:00:00,5,0.24,0.09,1906-05-09 13:00:00,-2.854,-1.1385,1.145
1906-05-27 08:00:00,8,1.19,0.42,1906-05-27 16:00:00,-2.756,-0.622222222222222,1.946
1906-05-28 03:00:00,26,1.74,0.61,1906-05-29 05:00:00,-3.356,-0.318407407407407,2.746
1906-06-06 20:00:00,2,0.25,0.23,1906-06-06 22:00:00,-3.757,-2.88966666666667,-1.457
1906-06-09 18:00:00,5,0.71,0.31,1906-06-09 23:00:00,-3.156,-1.20516666666667,0.945
1906-06-10 21:00:00,3,0.26,0.12,1906-06-11 00:00:00,-3.156,-2.13075,-1.056
1906-06-16 14:00:00,13,3.43,1.23,1906-06-17 03:00:00,-2.654,0.188214285714286,3.045
1906-06-17 18:00:00,7,0.94,0.28,1906-06-18 01:00:00,-2.956,0.97,3.045
1906-06-18 08:00:00,2,0.34,0.33,1906-06-18 10:00:00,-0.656,0.478,1.545
1906-06-18 16:00:00,12,1.01,0.29,1906-06-19 04:00:00,-2.156,0.921,3.543
1906-06-21 21:00:00,3,0.61,0.53,1906-06-22 00:00:00,-1.755,0.59475,2.546
1906-06-23 19:00:00,1,0.14,0.14,1906-06-23 20:00:00,-1.457,-1.0565,-0.656
1906-06-30 20:00:00,2,0.2,0.18,1906-06-30 22:00:00,1.745,2.21233333333333,2.546
1906-07-03 16:00:00,12,2.56,0.86,1906-07-04 04:00:00,-3.156,0.320923076923077,3.543
1906-07-10 17:00:00,9,0.54,0.34,1906-07-11 02:00:00,-2.956,-0.5252,2.346
1906-07-16 18:00:00,1,0.24,0.24,1906-07-16 19:00:00,-1.257,-0.6055,0.046
1906-07-17 14:00:00,14,0.96,0.74,1906-07-18 04:00:00,-3.156,-0.368733333333333,2.244
1906-07-22 19:00:00,13,0.18,0.05,1906-07-23 08:00:00,-2.956,-0.0768571428571428,2.946
1906-07-29 14:00:00,6,0.68,0.46,1906-07-29 20:00:00,-3.156,-0.27,2.746
1906-08-02 01:00:00,33,2.9,1.04,1906-08-03 10:00:00,-3.255,-0.187647058823529,3.343
1906-08-04 02:00:00,3,0.38,0.22,1906-08-04 05:00:00,0.446,1.7445,3.245
1906-08-08 17:00:00,6,0.15,0.06,1906-08-08 23:00:00,-2.654,-0.226285714285714,2.346
1906-08-11 08:00:00,2,0.1,0.09,1906-08-11 10:00:00,0.046,0.878,1.745
1906-08-21 16:00:00,2,1.11,0.58,1906-08-21 18:00:00,-0.456,0.477666666666667,1.545
1906-08-24 11:00:00,4,0.11,0.06,1906-08-24 15:00:00,-3.455,-1.9358,0.344
1906-08-25 01:00:00,11,3.03,0.81,1906-08-25 12:00:00,-1.955,0.66925,3.143
1906-08-26 09:00:00,38,1.22,0.28,1906-08-27 23:00:00,-2.956,0.20874358974359,3.143
1906-08-28 20:00:00,14,0.26,0.07,1906-08-29 10:00:00,-3.156,0.191066666666667,2.746
1906-08-29 16:00:00,10,0.19,0.09,1906-08-30 02:00:00,-3.255,0.408181818181818,2.946
1906-09-03 08:00:00,2,0.13,0.1,1906-09-03 10:00:00,-3.156,-2.62233333333333,-1.955
1906-09-27 02:00:00,10,0.11,0.02,1906-09-27 12:00:00,-3.054,-0.473636363636364,1.644
1906-10-04 01:00:00,26,2.58,1.53,1906-10-05 03:00:00,-2.956,0.307518518518519,2.844
1906-10-09 18:00:00,12,0.14,0.04,1906-10-10 06:00:00,-3.556,-0.824769230769231,2.444
1906-10-19 07:00:00,19,0.55,0.12,1906-10-20 02:00:00,-2.054,0.5746,3.944
1906-10-20 10:00:00,11,0.24,0.12,1906-10-20 21:00:00,-2.654,0.253166666666667,2.946
1906-10-21 06:00:00,23,0.57,0.14,1906-10-22 05:00:00,-3.156,0.08625,2.946
1906-10-25 04:00:00,3,0.2,0.18,1906-10-25 07:00:00,-1.056,0.69475,2.146
1906-10-31 12:00:00,9,0.62,0.11,1906-10-31 21:00:00,-3.957,-0.7655,1.745
1906-11-11 07:00:00,11,0.34,0.07,1906-11-11 18:00:00,-2.254,-0.0805,1.844
1906-11-15 08:00:00,14,0.65,0.11,1906-11-15 22:00:00,-3.556,-0.395733333333333,2.644
1906-11-18 14:00:00,19,0.72,0.5,1906-11-19 09:00:00,-3.054,-0.1356,2.644
1906-12-05 18:00:00,9,0.22,0.07,1906-12-06 03:00:00,-3.556,-1.5154,0.843
1906-12-06 09:00:00,10,0.13,0.03,1906-12-06 19:00:00,-2.756,-0.292272727272727,2.044
1906-12-10 12:00:00,15,0.52,0.12,1906-12-11 03:00:00,-2.956,-0.80575,1.644
1906-12-16 10:00:00,37,1.03,0.1,1906-12-17 23:00:00,-3.655,-0.466,2.644
1906-12-19 21:00:00,22,0.3,0.02,1906-12-20 19:00:00,-3.455,-0.442173913043478,3.045
1906-12-31 07:00:00,12,0.57,0.24,1906-12-31 19:00:00,-3.156,0.00630769230769231,2.644
1907-01-04 11:00:00,3,0.37,0.25,1907-01-04 14:00:00,-2.254,-1.255,0.246
1907-01-12 05:00:00,11,0.46,0.09,1907-01-12 16:00:00,-3.356,0.161833333333333,2.946
1907-01-14 04:00:00,6,0.55,0.14,1907-01-14 10:00:00,-3.156,-1.54157142857143,0.144
1907-01-15 10:00:00,4,0.13,0.07,1907-01-15 14:00:00,-2.854,0.145,2.746
1907-01-17 03:00:00,11,0.46,0.12,1907-01-17 14:00:00,-2.956,-0.513666666666667,1.644
1907-01-26 02:00:00,9,0.15,0.02,1907-01-26 11:00:00,-3.957,-1.7054,0.945
1907-01-31 22:00:00,8,0.55,0.08,1907-02-01 06:00:00,-3.356,-0.532666666666667,1.444
1907-02-01 23:00:00,4,0.13,0.05,1907-02-02 03:00:00,-3.054,-0.7552,1.545
1907-02-02 21:00:00,5,0.18,0.1,1907-02-03 02:00:00,-2.956,-1.70533333333333,-0.354
1907-02-04 06:00:00,34,1.25,0.11,1907-02-05 16:00:00,-4.357,-1.51262857142857,0.945
1907-02-24 12:00:00,9,0.42,0.06,1907-02-24 21:00:00,-3.356,-1.6355,0.344
1907-02-27 00:00:00,6,0.27,0.06,1907-02-27 06:00:00,-1.755,-0.212571428571429,0.745
1907-03-01 22:00:00,13,0.54,0.12,1907-03-02 11:00:00,-3.556,-1.1265,1.444
1907-03-10 07:00:00,16,0.71,0.06,1907-03-10 23:00:00,-2.956,-0.514117647058824,1.644
1907-03-13 01:00:00,7,0.3,0.17,1907-03-13 08:00:00,-2.854,-0.368375,2.044
1907-03-17 22:00:00,7,0.2,0.08,1907-03-18 05:00:00,-2.854,-0.417875,1.946
1907-03-19 07:00:00,8,0.38,0.08,1907-03-19 15:00:00,-2.556,-0.777666666666667,1.043
1907-03-19 21:00:00,4,0.18,0.12,1907-03-20 01:00:00,-1.955,-0.9552,0.246
1907-03-31 18:00:00,12,0.45,0.07,1907-04-01 06:00:00,-3.054,-0.216846153846154,2.346
1907-04-07 21:00:00,12,0.68,0.2,1907-04-08 09:00:00,-1.755,0.698615384615385,2.546
1907-04-09 05:00:00,14,0.52,0.07,1907-04-09 19:00:00,-2.156,0.271333333333333,2.946
1907-04-19 06:00:00,11,0.23,0.03,1907-04-19 17:00:00,-2.956,-0.6805,1.844
1907-04-23 04:00:00,6,0.32,0.14,1907-04-23 10:00:00,-3.054,-0.612285714285714,1.844
1907-04-23 19:00:00,9,0.61,0.17,1907-04-24 04:00:00,-1.355,0.4244,1.844
1907-04-26 18:00:00,8,0.23,0.09,1907-04-27 02:00:00,-3.255,-0.300111111111111,2.244
1907-05-04 02:00:00,7,0.88,0.31,1907-05-04 09:00:00,-2.054,1.482625,3.445
1907-05-06 15:00:00,5,0.75,0.56,1907-05-06 20:00:00,-3.356,-1.672,0.643
1907-05-09 00:00:00,15,0.36,0.1,1907-05-09 15:00:00,-2.654,0.294375,2.546
1907-05-11 00:00:00,9,0.21,0.05,1907-05-11 09:00:00,-3.356,-0.0755,2.844
1907-05-16 13:00:00,12,1.84,0.74,1907-05-17 01:00:00,-3.156,-0.609615384615385,1.745
1907-05-19 21:00:00,4,0.65,0.33,1907-05-20 01:00:00,-2.454,-1.095,0.246
1907-05-26 00:00:00,14,0.28,0.11,1907-05-26 14:00:00,-2.654,0.718333333333333,3.045
1907-05-27 07:00:00,9,0.57,0.27,1907-05-27 16:00:00,-3.156,0.0245,2.546
1907-06-01 16:00:00,21,1.46,0.23,1907-06-02 13:00:00,-2.254,0.926409090909091,3.543
1907-06-05 02:00:00,4,0.22,0.12,1907-06-05 06:00:00,-1.355,-0.6354,0.344
1907-06-05 14:00:00,3,0.53,0.35,1907-06-05 17:00:00,-2.654,-1.70525,-0.656
1907-06-14 00:00:00,5,0.34,0.22,1907-06-14 05:00:00,-0.256,1.72783333333333,2.844
1907-06-21 01:00:00,2,0.28,0.25,1907-06-21 03:00:00,-2.356,-1.656,-0.955
1907-06-29 05:00:00,23,1.63,0.24,1907-06-30 04:00:00,-3.156,0.0154583333333333,3.143
1907-07-02 03:00:00,3,0.11,0.09,1907-07-02 06:00:00,-1.857,0.1945,1.946
1907-07-06 23:00:00,4,0.26,0.11,1907-07-07 03:00:00,0.046,1.5648,2.844
1907-07-08 21:00:00,1,0.19,0.19,1907-07-08 22:00:00,-0.856,-0.205,0.446
1907-07-16 17:00:00,2,0.27,0.26,1907-07-16 19:00:00,1.644,2.04533333333333,2.346
1907-07-18 16:00:00,3,1.06,0.89,1907-07-18 19:00:00,-1.257,0.36875,1.745
1907-07-20 09:00:00,8,1.66,0.9,1907-07-20 17:00:00,-3.054,-0.799333333333333,2.044
1907-07-29 06:00:00,7,0.25,0.08,1907-07-29 13:00:00,-3.156,-1.006,2.044
1907-08-01 12:00:00,3,0.24,0.13,1907-08-01 15:00:00,-3.255,-2.355,-1.355
1907-08-02 22:00:00,3,0.11,0.07,1907-08-03 01:00:00,-0.656,0.54475,1.946
1907-08-03 22:00:00,7,0.11,0.03,1907-08-04 05:00:00,-3.054,-0.4425,2.244
1907-08-05 22:00:00,6,0.12,0.05,1907-08-06 04:00:00,-0.856,1.11642857142857,2.546
1907-08-09 03:00:00,18,0.83,0.32,1907-08-09 21:00:00,-3.356,-0.739631578947368,1.946
1907-08-17 02:00:00,2,0.2,0.14,1907-08-17 04:00:00,-2.454,-1.92133333333333,-0.856
1907-08-21 13:00:00,6,0.72,0.38,1907-08-21 19:00:00,-3.757,-1.49842857142857,1.043
1907-08-23 22:00:00,10,1.08,0.3,1907-08-24 08:00:00,-1.555,0.980818181818182,3.543
1907-09-03 18:00:00,2,0.3,0.25,1907-09-03 20:00:00,-2.854,-1.45433333333333,-0.154
1907-09-11 10:00:00,8,0.18,0.13,1907-09-11 18:00:00,-2.854,0.188777777777778,2.644
1907-09-18 14:00:00,2,0.11,0.1,1907-09-18 16:00:00,-2.454,-1.72133333333333,-0.955
1907-09-19 09:00:00,5,0.39,0.13,1907-09-19 14:00:00,0.446,1.5785,2.546
1907-09-22 16:00:00,7,0.56,0.17,1907-09-22 23:00:00,-3.356,-1.33075,1.043
1907-09-23 05:00:00,14,1.14,0.35,1907-09-23 19:00:00,-3.156,0.0980666666666667,2.946
1907-09-24 21:00:00,2,0.48,0.44,1907-09-24 23:00:00,-2.156,-1.456,-0.755
1907-09-28 12:00:00,19,2.56,0.53,1907-09-29 07:00:00,-3.255,0.09495,2.546
1907-10-04 08:00:00,4,0.12,0.06,1907-10-04 12:00:00,-1.355,0.8052,2.244
1907-10-08 01:00:00,10,0.82,0.37,1907-10-08 11:00:00,-1.657,0.517545454545455,2.746
1907-10-27 12:00:00,28,1.19,0.18,1907-10-28 16:00:00,-2.654,-0.00724137931034482,2.746
1907-10-29 02:00:00,6,1.15,0.38,1907-10-29 08:00:00,-3.556,-2.06971428571429,-0.755
1907-11-02 13:00:00,12,0.67,0.36,1907-11-03 01:00:00,-2.254,0.752307692307692,3.543
1907-11-06 08:00:00,22,1.32,0.28,1907-11-07 06:00:00,-2.654,0.957434782608696,3.543
1907-11-10 05:00:00,9,0.35,0.14,1907-11-10 14:00:00,-2.156,0.1644,2.844
1907-11-18 11:00:00,15,0.99,0.27,1907-11-19 02:00:00,-3.054,0.095,2.346
1907-11-21 04:00:00,15,0.14,0.04,1907-11-21 19:00:00,-1.857,1.0385,3.743
1907-11-23 19:00:00,33,2.29,0.25,1907-11-25 04:00:00,-2.454,-0.032,3.445
1907-12-03 16:00:00,7,0.16,0.03,1907-12-03 23:00:00,-3.356,-1.643,0.446
1907-12-09 22:00:00,16,0.52,0.11,1907-12-10 14:00:00,-2.654,-0.184647058823529,2.444
1907-12-14 03:00:00,18,1.65,0.16,1907-12-14 21:00:00,-2.756,0.339526315789474,3.045
1907-12-23 05:00:00,11,1.62,0.57,1907-12-23 16:00:00,-2.156,0.202583333333333,3.245
1907-12-30 04:00:00,7,0.52,0.14,1907-12-30 11:00:00,-2.654,0.619625,2.844
1908-01-07 11:00:00,12,0.87,0.2,1908-01-07 23:00:00,-3.255,0.767615384615385,3.543
1908-01-12 04:00:00,4,0.85,0.34,1908-01-12 08:00:00,-2.054,0.5652,3.045
1908-01-12 17:00:00,2,0.21,0.18,1908-01-12 19:00:00,-0.856,0.545,1.946
1908-01-23 16:00:00,21,0.94,0.16,1908-01-24 13:00:00,-4.255,-1.29613636363636,1.946
1908-01-26 23:00:00,6,0.1,0.05,1908-01-27 05:00:00,-2.054,-0.969142857142857,0.545
1908-02-01 01:00:00,12,0.5,0.06,1908-02-01 13:00:00,-3.156,-0.178769230769231,4.245
1908-02-05 17:00:00,12,0.68,0.09,1908-02-06 05:00:00,-2.356,0.0367692307692308,2.244
1908-02-13 08:00:00,12,0.3,0.06,1908-02-13 20:00:00,-2.956,-0.370846153846154,1.844
1908-02-15 08:00:00,6,0.15,0.1,1908-02-15 14:00:00,-1.955,1.41542857142857,3.543
1908-02-19 05:00:00,14,0.98,0.17,1908-02-19 19:00:00,-2.454,0.764333333333333,3.543
1908-02-26 07:00:00,7,0.46,0.19,1908-02-26 14:00:00,0.945,2.382375,3.445
1908-03-01 13:00:00,6,0.14,0.04,1908-03-01 19:00:00,-2.254,0.116142857142857,2.546
1908-03-06 04:00:00,11,0.29,0.06,1908-03-06 15:00:00,-3.054,-0.262916666666667,2.146
1908-03-08 20:00:00,15,0.48,0.1,1908-03-09 11:00:00,-3.255,-0.5615,1.745
1908-03-18 13:00:00,19,0.94,0.33,1908-03-19 08:00:00,-2.254,0.8098,2.946
1908-03-23 12:00:00,13,0.2,0.05,1908-03-24 01:00:00,-3.054,-0.790857142857143,1.745
1908-03-29 04:00:00,13,0.43,0.09,1908-03-29 17:00:00,-2.556,0.201928571428571,2.946
1908-03-31 06:00:00,12,0.21,0.04,1908-03-31 18:00:00,-2.156,0.805692307692308,3.645
1908-04-02 01:00:00,5,0.21,0.05,1908-04-02 06:00:00,0.945,2.4285,3.445
1908-04-08 10:00:00,5,0.52,0.3,1908-04-08 15:00:00,-2.356,-1.372,0.046
1908-04-10 14:00:00,5,0.13,0.06,1908-04-10 19:00:00,-2.854,-1.888,-0.256
1908-04-11 05:00:00,3,0.14,0.09,1908-04-11 08:00:00,-2.956,-1.0065,0.843
1908-04-15 11:00:00,4,0.16,0.05,1908-04-15 15:00:00,0.745,1.445,2.146
1908-04-18 17:00:00,5,0.1,0.03,1908-04-18 22:00:00,-2.854,-1.1385,0.643
1908-04-19 16:00:00,1,0.1,0.1,1908-04-19 17:00:00,0.843,1.2435,1.644
1908-04-30 17:00:00,4,0.9,0.41,1908-04-30 21:00:00,-2.454,-1.015,0.446
1908-05-05 02:00:00,2,0.11,0.07,1908-05-05 04:00:00,0.446,1.44566666666667,2.346
1908-05-06 10:00:00,5,0.1,0.03,1908-05-06 15:00:00,-2.756,-1.655,-0.554
1908-05-07 00:00:00,21,2.7,0.84,1908-05-07 21:00:00,-1.657,1.05840909090909,3.045
1908-05-15 07:00:00,11,0.46,0.1,1908-05-15 18:00:00,-2.454,0.236166666666667,2.644
1908-05-22 02:00:00,6,0.17,0.06,1908-05-22 08:00:00,-1.955,1.24485714285714,2.946
1908-05-22 18:00:00,1,1.06,1.06,1908-05-22 19:00:00,1.844,2.144,2.444
1908-05-30 05:00:00,13,1.74,0.41,1908-05-30 18:00:00,-2.854,-0.247714285714286,2.146
1908-06-15 08:00:00,19,2.35,0.35,1908-06-16 03:00:00,-3.054,-0.03485,3.045
1908-07-03 16:00:00,2,0.79,0.7,1908-07-03 18:00:00,1.043,1.44366666666667,1.644
1908-07-04 19:00:00,1,0.14,0.14,1908-07-04 20:00:00,0.144,0.5445,0.945
1908-07-14 17:00:00,2,0.47,0.38,1908-07-14 19:00:00,-1.857,-1.123,-0.456
1908-07-19 02:00:00,2,0.14,0.09,1908-07-19 04:00:00,-2.254,-0.721666666666667,0.745
1908-07-21 22:00:00,7,0.53,0.35,1908-07-22 05:00:00,-3.054,-1.105125,1.444
1908-07-23 23:00:00,6,0.62,0.43,1908-07-24 05:00:00,-2.756,-0.341285714285714,2.346
1908-07-24 17:00:00,16,1.48,0.66,1908-07-25 09:00:00,-3.655,-0.814,2.346
1908-07-25 15:00:00,5,0.23,0.1,1908-07-25 20:00:00,-3.054,-1.9385,-0.955
1908-08-05 17:00:00,3,0.18,0.11,1908-08-05 20:00:00,0.344,1.52,2.146
1908-08-06 14:00:00,2,0.2,0.19,1908-08-06 16:00:00,-3.054,-2.52166666666667,-1.955
1908-08-07 11:00:00,8,1.12,0.73,1908-08-07 19:00:00,-3.356,-1.28855555555556,0.745
1908-08-09 06:00:00,6,0.34,0.1,1908-08-09 12:00:00,-3.255,-0.126714285714286,1.844
1908-08-22 08:00:00,4,0.38,0.14,1908-08-22 12:00:00,-0.354,0.8644,1.644
1908-08-25 19:00:00,26,2.99,0.63,1908-08-26 21:00:00,-3.356,-0.666333333333333,2.244
1908-09-05 23:00:00,10,1.12,0.28,1908-09-06 09:00:00,-2.854,-0.446545454545455,1.644
1908-09-28 05:00:00,8,0.21,0.12,1908-09-28 13:00:00,-2.654,-0.877333333333333,0.843
1908-09-28 22:00:00,3,0.46,0.26,1908-09-29 01:00:00,-1.657,-0.75525,0.545
1908-10-02 00:00:00,2,0.12,0.08,1908-10-02 02:00:00,-2.556,-2.22133333333333,-2.054
1908-10-26 14:00:00,4,0.26,0.25,1908-10-26 18:00:00,0.144,1.765,2.946
1908-10-28 09:00:00,11,0.24,0.06,1908-10-28 20:00:00,-2.756,0.3365,2.946
1908-10-29 15:00:00,11,1.08,0.27,1908-10-30 02:00:00,-2.156,0.294666666666667,2.746
1908-11-14 14:00:00,10,0.54,0.1,1908-11-15 00:00:00,-3.054,-0.673363636363636,1.345
1908-12-06 20:00:00,18,1.53,0.33,1908-12-07 14:00:00,-3.455,-0.171368421052632,3.045
1908-12-11 14:00:00,14,0.48,0.07,1908-12-12 04:00:00,-3.054,-0.228733333333333,2.346
1908-12-17 08:00:00,27,0.38,0.05,1908-12-18 11:00:00,-2.956,-0.444821428571429,1.644
1908-12-22 15:00:00,14,0.63,0.07,1908-12-23 05:00:00,-3.957,-1.2954,0.344
1909-01-05 00:00:00,26,0.96,0.26,1909-01-06 02:00:00,-3.556,-0.418185185185185,2.146
1909-01-13 19:00:00,6,0.31,0.09,1909-01-14 01:00:00,-2.956,-0.870428571428571,1.345
1909-01-16 16:00:00,21,0.83,0.2,1909-01-17 13:00:00,-3.054,0.258136363636364,3.543
1909-01-29 14:00:00,15,0.2,0.05,1909-01-30 05:00:00,-2.854,-0.486625,2.244
1909-02-03 22:00:00,1,0.13,0.13,1909-02-03 23:00:00,-1.657,-1.0565,-0.456
1909-02-09 18:00:00,22,0.79,0.25,1909-02-10 16:00:00,-2.556,0.366391304347826,2.746
1909-02-14 19:00:00,2,0.15,0.1,1909-02-14 21:00:00,0.446,0.678,0.945
1909-02-16 19:00:00,2,0.34,0.19,1909-02-16 21:00:00,-1.657,-0.423333333333333,0.643
1909-02-19 17:00:00,8,0.4,0.12,1909-02-20 01:00:00,-1.657,0.466222222222222,3.343
1909-02-23 12:00:00,37,2.53,0.39,1909-02-25 01:00:00,-2.654,0.968342105263158,4.045
1909-03-02 05:00:00,15,0.21,0.05,1909-03-02 20:00:00,-2.556,-0.2616875,2.546
1909-03-04 00:00:00,13,0.46,0.05,1909-03-04 13:00:00,-2.054,0.101714285714286,2.244
1909-03-06 17:00:00,7,0.16,0.03,1909-03-07 00:00:00,-3.455,-1.779875,0.046
1909-03-09 03:00:00,11,0.11,0.03,1909-03-09 14:00:00,-3.356,-0.73025,1.745
1909-03-13 02:00:00,13,0.45,0.08,1909-03-13 15:00:00,-3.156,-0.598285714285714,1.745
1909-03-13 21:00:00,4,0.16,0.07,1909-03-14 01:00:00,-3.156,-2.0952,-0.755
1909-03-19 15:00:00,7,0.13,0.04,1909-03-19 22:00:00,-3.356,-1.83075,-0.154
1909-03-24 23:00:00,22,0.79,0.2,1909-03-25 21:00:00,-2.854,0.831521739130435,3.543
1909-03-27 22:00:00,12,0.3,0.07,1909-03-28 10:00:00,-2.454,0.329538461538462,2.644
1909-04-03 14:00:00,4,0.3,0.11,1909-04-03 18:00:00,-1.657,-0.116,1.444
1909-04-13 17:00:00,35,2.32,0.34,1909-04-15 04:00:00,-3.556,-0.452888888888889,2.244
1909-04-20 09:00:00,15,0.64,0.17,1909-04-21 00:00:00,-3.655,-0.7989375,1.946
1909-04-21 16:00:00,13,0.58,0.21,1909-04-22 05:00:00,-2.054,1.259,4.045
1909-04-23 08:00:00,5,0.32,0.11,1909-04-23 13:00:00,-2.956,-1.5885,-0.256
1909-04-29 22:00:00,7,0.28,0.12,1909-04-30 05:00:00,-2.156,0.269375,2.644
1909-05-01 02:00:00,17,0.33,0.1,1909-05-01 19:00:00,-2.356,0.177722222222222,3.143
1909-05-07 18:00:00,4,0.66,0.37,1909-05-07 22:00:00,-2.956,-1.5952,-0.154
1909-05-21 12:00:00,28,1.37,0.12,1909-05-22 16:00:00,-2.654,0.468931034482759,3.543
1909-05-27 10:00:00,3,0.22,0.09,1909-05-27 13:00:00,-1.755,-0.67975,0.446
1909-06-04 05:00:00,6,0.14,0.05,1909-06-04 11:00:00,-3.156,-1.62685714285714,-0.154
1909-06-09 00:00:00,19,0.72,0.16,1909-06-09 19:00:00,-3.054,0.07485,2.946
1909-06-10 07:00:00,12,0.12,0.06,1909-06-10 19:00:00,-3.054,-0.0556153846153846,2.644
1909-06-13 15:00:00,5,0.19,0.15,1909-06-13 20:00:00,-3.255,-1.40533333333333,1.145
1909-06-14 19:00:00,2,0.28,0.23,1909-06-14 21:00:00,-1.657,-0.156666666666667,1.243
1909-06-17 19:00:00,4,0.45,0.21,1909-06-17 23:00:00,-2.654,-1.1948,1.345
1909-06-27 14:00:00,3,0.21,0.17,1909-06-27 17:00:00,-3.655,-2.87975,-2.356
1909-07-16 15:00:00,6,0.92,0.63,1909-07-16 21:00:00,-3.655,-1.82714285714286,0.246
1909-07-22 21:00:00,20,1.04,0.25,1909-07-23 17:00:00,-2.956,-0.317285714285714,2.746
1909-07-23 23:00:00,1,0.1,0.1,1909-07-24 00:00:00,-2.356,-2.0065,-1.657
1909-08-04 06:00:00,8,0.32,0.08,1909-08-04 14:00:00,-3.356,-1.06622222222222,0.945
1909-08-16 03:00:00,20,1.57,0.33,1909-08-16 23:00:00,-2.254,0.382571428571429,3.143
1909-09-10 04:00:00,14,1.59,0.38,1909-09-10 18:00:00,-3.054,-0.6554,1.745
1909-09-16 14:00:00,2,0.1,0.07,1909-09-16 16:00:00,1.644,1.845,2.146
1909-09-17 02:00:00,4,0.22,0.1,1909-09-17 06:00:00,-0.056,1.2646,2.146
1909-09-24 00:00:00,18,1.06,0.13,1909-09-24 18:00:00,-3.655,-1.16078947368421,1.043
1909-09-27 17:00:00,10,0.52,0.1,1909-09-28 03:00:00,-3.655,-0.400545454545454,2.244
1909-10-11 19:00:00,8,0.14,0.06,1909-10-12 03:00:00,-1.955,1.35544444444444,3.343
1909-10-15 03:00:00,6,0.27,0.08,1909-10-15 09:00:00,-3.455,-1.24071428571429,1.243
1909-10-23 19:00:00,5,0.33,0.14,1909-10-24 00:00:00,-0.056,1.22766666666667,2.044
1909-11-02 21:00:00,5,0.4,0.22,1909-11-03 02:00:00,-2.956,-1.70566666666667,-0.256
1909-11-08 17:00:00,7,0.33,0.12,1909-11-09 00:00:00,-3.255,-0.705125,1.345
1909-11-17 06:00:00,6,0.11,0.03,1909-11-17 12:00:00,-2.556,-1.28371428571429,0.446
1909-11-23 11:00:00,9,0.63,0.3,1909-11-23 20:00:00,-3.655,-1.1752,1.844
1909-11-24 12:00:00,19,2,0.2,1909-11-25 07:00:00,-3.255,-0.7704,1.745
1909-12-07 15:00:00,6,0.74,0.43,1909-12-07 21:00:00,-2.356,-0.712571428571429,1.545
1909-12-12 22:00:00,25,2.3,0.53,1909-12-13 23:00:00,-3.356,0.0715384615384616,3.143
1909-12-25 10:00:00,23,2.8,0.45,1909-12-26 09:00:00,-4.954,-0.3305,2.946
1910-01-05 16:00:00,9,0.28,0.06,1910-01-06 01:00:00,-3.255,-0.6557,1.043
1910-01-06 10:00:00,23,1.55,0.19,1910-01-07 09:00:00,-3.356,-1.109875,1.644
1910-01-13 21:00:00,27,0.76,0.05,1910-01-15 00:00:00,-3.655,-1.04439285714286,2.146
